applicant_id,name,age,income,employment_status,credit_score,loan_amount,loan_purpose,existing_debt,approved
3820,Anika Verma,28,402985,Salaried,659,202147,Education,122817,1
3821,Myra Verma,46,288146,Contract,714,530207,Home Renovation,45030,0
3822,Sara Verma,35,339381,Contract,540,618150,Debt Consolidation,53815,0
3823,Aisha Verma,34,2007238,Self-Employed,619,2779853,Medical,287536,0
3824,Aarav Iyer,38,742866,Self-Employed,665,278578,Business Expansion,264946,0
3825,Vivaan Iyer,26,968718,Salaried,655,459496,Car Purchase,0,1
3826,Aditya Iyer,38,504091,Self-Employed,597,838532,Car Purchase,33636,0
3827,Vihaan Iyer,39,340859,Salaried,737,467695,Business Expansion,114184,0
3828,Arjun Iyer,40,521528,Salaried,626,549364,Education,45115,0
3829,Sai Iyer,29,660013,Contract,657,824579,Education,253476,0
3830,Atharv Iyer,26,616767,Salaried,563,707564,Debt Consolidation,240756,0
3831,Ishaan Iyer,30,965881,Salaried,673,994567,Education,314692,0
3832,Ananya Iyer,33,624207,Salaried,618,344939,Home Renovation,43513,1
3833,Diya Iyer,30,260283,Salaried,612,120071,Debt Consolidation,56872,1
3834,Aadhya Iyer,48,643081,Salaried,651,1305088,Car Purchase,137810,0
3835,Aarohi Iyer,33,775262,Salaried,614,703417,Business Expansion,155547,0
3836,Anika Iyer,32,525700,Salaried,658,944824,Debt Consolidation,189253,0
3837,Myra Iyer,36,435010,Self-Employed,676,612499,Medical,160672,0
3838,Sara Iyer,46,156357,Unemployed,632,100000,Debt Consolidation,19914,0
3839,Aisha Iyer,27,1013189,Self-Employed,662,846069,Medical,249885,1
3840,Aarav Kumar,21,405684,Salaried,662,740544,Business Expansion,149483,0
3841,Vivaan Kumar,43,875964,Self-Employed,646,1458794,Home Renovation,150420,0
3842,Aditya Kumar,24,421085,Salaried,703,349008,Home Renovation,112047,1
3843,Vihaan Kumar,27,511457,Salaried,638,100000,Medical,0,1
3844,Arjun Kumar,41,317384,Salaried,613,100000,Debt Consolidation,71860,1
3845,Sai Kumar,46,661888,Salaried,651,904815,Medical,173075,0
3846,Atharv Kumar,35,924927,Salaried,657,1382099,Business Expansion,478962,0
3847,Ishaan Kumar,27,762162,Self-Employed,612,702002,Education,429566,0
3848,Ananya Kumar,25,475316,Contract,624,289797,Education,196560,0
3849,Diya Kumar,21,831234,Salaried,618,300155,Debt Consolidation,558009,0
3850,Aadhya Kumar,27,629127,Salaried,581,874614,Home Renovation,87597,0
3851,Aarohi Kumar,21,512392,Salaried,593,845229,Education,192314,0
3852,Anika Kumar,25,600131,Contract,575,931496,Medical,0,0
3853,Myra Kumar,26,762020,Self-Employed,645,1031276,Education,120587,0
3854,Sara Kumar,39,477145,Contract,598,466038,Business Expansion,217172,0
3855,Aisha Kumar,33,481228,Salaried,652,594657,Debt Consolidation,149780,0
3856,Aarav Patel,25,766799,Salaried,635,439438,Debt Consolidation,77692,1
3857,Vivaan Patel,43,258200,Salaried,633,118976,Debt Consolidation,0,1
3858,Aditya Patel,38,671698,Salaried,618,518524,Business Expansion,169349,0
3859,Vihaan Patel,31,557665,Salaried,549,172604,Home Renovation,97984,0
3860,Arjun Patel,40,602362,Salaried,653,616384,Medical,128209,1
3861,Sai Patel,29,514801,Salaried,546,576199,Home Renovation,196108,0
3862,Atharv Patel,33,658153,Salaried,612,881859,Education,132139,0
3863,Ishaan Patel,38,421062,Salaried,660,345567,Car Purchase,119146,1
3864,Ananya Patel,26,553218,Salaried,672,936750,Business Expansion,0,0
3865,Diya Patel,37,674935,Salaried,645,1258911,Home Renovation,244176,0
3866,Aadhya Patel,33,413084,Salaried,668,490694,Car Purchase,182636,0
3867,Aarohi Patel,28,264362,Contract,601,273816,Education,37964,0
3868,Anika Patel,27,532621,Salaried,652,254460,Car Purchase,195402,1
3869,Myra Patel,40,553931,Salaried,750,926550,Education,247049,0
3870,Sara Patel,48,484368,Contract,634,143113,Home Renovation,195723,0
3871,Aisha Patel,46,858041,Salaried,757,822368,Car Purchase,205503,1
3872,Aarav Singh,47,559927,Salaried,681,859005,Car Purchase,155948,0
3873,Vivaan Singh,30,367839,Salaried,661,174380,Car Purchase,202471,1
3874,Aditya Singh,29,344567,Salaried,650,601914,Car Purchase,88554,0
3875,Vihaan Singh,35,685810,Salaried,681,740735,Business Expansion,274698,0
3876,Arjun Singh,46,502537,Salaried,680,263317,Car Purchase,258098,1
3877,Sai Singh,40,769069,Contract,642,1925135,Home Renovation,143654,0
3878,Atharv Singh,27,661013,Salaried,660,1114554,Home Renovation,221571,0
3879,Ishaan Singh,38,456340,Salaried,651,466747,Business Expansion,228661,0
3880,Ananya Singh,33,532053,Self-Employed,690,188131,Medical,64265,1
3881,Diya Singh,39,219626,Contract,618,334339,Education,53905,0
3882,Aadhya Singh,51,587459,Contract,639,1323627,Debt Consolidation,295139,0
3883,Aarohi Singh,28,521393,Salaried,629,178995,Medical,163678,1
3884,Anika Singh,27,380773,Unemployed,550,649162,Home Renovation,50381,0
3885,Myra Singh,36,546508,Salaried,639,631120,Car Purchase,127604,0
3886,Sara Singh,61,689214,Salaried,696,1097304,Home Renovation,177234,0
3887,Aisha Singh,32,746750,Salaried,639,995027,Home Renovation,232620,0
3888,Aarav Reddy,40,762728,Salaried,684,842242,Car Purchase,199965,0
3889,Vivaan Reddy,33,511404,Salaried,665,369249,Education,229208,0
3890,Aditya Reddy,25,551054,Salaried,631,637262,Car Purchase,176486,0
3891,Vihaan Reddy,38,298177,Contract,541,100000,Home Renovation,88535,0
3892,Arjun Reddy,32,655837,Salaried,665,248993,Car Purchase,123586,1
3893,Sai Reddy,36,371853,Self-Employed,739,353422,Medical,65243,1
3894,Atharv Reddy,35,225538,Self-Employed,691,388300,Debt Consolidation,66832,0
3895,Ishaan Reddy,42,632711,Salaried,648,1138540,Education,122492,0
3896,Ananya Reddy,31,714583,Salaried,548,1304608,Business Expansion,132044,0
3897,Diya Reddy,38,251194,Contract,657,174730,Medical,0,1
3898,Aadhya Reddy,33,609367,Salaried,736,721093,Medical,53010,1
3899,Aarohi Reddy,32,572010,Salaried,639,310788,Business Expansion,139041,1
3900,Anika Reddy,28,262347,Contract,500,332746,Home Renovation,37585,0
3901,Myra Reddy,37,234806,Contract,626,296212,Medical,1477,0
3902,Sara Reddy,52,517983,Salaried,686,829430,Medical,117305,0
3903,Aisha Reddy,40,320581,Salaried,758,239511,Home Renovation,55874,1
3904,Aarav Gupta,51,574942,Salaried,724,529211,Business Expansion,87015,1
3905,Vivaan Gupta,31,392611,Contract,545,100000,Car Purchase,79287,0
3906,Aditya Gupta,21,748160,Salaried,693,881617,Education,341288,0
3907,Vihaan Gupta,45,375887,Contract,637,373501,Medical,5398,0
3908,Arjun Gupta,40,554365,Salaried,636,478053,Business Expansion,99512,1
3909,Sai Gupta,48,394345,Salaried,645,349970,Education,95260,1
3910,Atharv Gupta,21,487600,Salaried,626,180087,Education,223512,1
3911,Ishaan Gupta,37,245325,Self-Employed,615,295252,Debt Consolidation,106687,0
3912,Ananya Gupta,38,399171,Salaried,665,265048,Education,164704,1
3913,Diya Gupta,40,611881,Salaried,626,551246,Education,1066,1
3914,Aadhya Gupta,30,229909,Contract,621,490110,Business Expansion,45461,0
3915,Aarohi Gupta,25,380107,Self-Employed,617,429106,Car Purchase,53876,0
3916,Anika Gupta,26,438651,Contract,614,574741,Car Purchase,184993,0
3917,Myra Gupta,37,431717,Salaried,671,514805,Home Renovation,84361,0
3918,Sara Gupta,35,486458,Contract,643,193052,Education,260609,0
3919,Aisha Gupta,34,505311,Salaried,712,410242,Education,140506,1
3920,Aarav Das,30,723232,Self-Employed,572,162819,Home Renovation,200495,1
3921,Vivaan Das,36,434401,Salaried,611,279914,Business Expansion,107223,1
3922,Aditya Das,40,470884,Salaried,736,840924,Car Purchase,141819,0
3923,Vihaan Das,42,869460,Self-Employed,624,1199505,Debt Consolidation,0,0
3924,Arjun Das,39,503489,Salaried,686,269883,Home Renovation,48865,1
3925,Sai Das,39,484925,Salaried,656,625115,Car Purchase,94021,0
3926,Atharv Das,39,827955,Self-Employed,739,323640,Education,224967,1
3927,Ishaan Das,34,313492,Contract,724,421578,Medical,58025,0
3928,Ananya Das,29,385934,Contract,631,494108,Education,122190,0
3929,Diya Das,40,604814,Salaried,612,1136877,Medical,0,0
3930,Aadhya Das,30,1185206,Self-Employed,693,1425756,Debt Consolidation,184360,0
3931,Aarohi Das,36,470415,Salaried,738,100000,Education,93005,1
3932,Anika Das,30,739573,Contract,595,721599,Car Purchase,208812,0
3933,Myra Das,26,586932,Salaried,699,472313,Business Expansion,19360,1
3934,Sara Das,45,508060,Salaried,687,552501,Car Purchase,147704,1
3935,Aisha Das,39,878302,Salaried,688,872277,Debt Consolidation,94313,1
3936,Aarav Mehta,45,809250,Self-Employed,643,445078,Car Purchase,17245,1
3937,Vivaan Mehta,32,517113,Salaried,614,958788,Car Purchase,222059,0
3938,Aditya Mehta,32,660538,Salaried,625,979674,Car Purchase,334628,0
3939,Vihaan Mehta,43,399033,Unemployed,620,150928,Home Renovation,121706,0
3940,Arjun Mehta,33,627112,Salaried,603,402774,Home Renovation,269294,0
3941,Sai Mehta,37,346765,Salaried,657,450578,Business Expansion,30957,0
3942,Atharv Mehta,47,782267,Self-Employed,638,904422,Debt Consolidation,424066,0
3943,Ishaan Mehta,25,868643,Salaried,618,608846,Education,361835,0
3944,Ananya Mehta,28,440572,Salaried,714,704101,Medical,155689,0
3945,Diya Mehta,36,367299,Salaried,651,506457,Car Purchase,46715,0
3946,Aadhya Mehta,40,683883,Salaried,682,343223,Education,39602,1
3947,Aarohi Mehta,33,520343,Salaried,641,515773,Car Purchase,195728,0
3948,Anika Mehta,32,501435,Self-Employed,637,424925,Home Renovation,57496,1
3949,Myra Mehta,30,982754,Self-Employed,625,1944263,Debt Consolidation,412236,0
3950,Sara Mehta,21,413776,Salaried,633,564582,Education,146726,0
3951,Aisha Mehta,32,482127,Salaried,623,502617,Business Expansion,170340,0
3952,Aarav Bose,32,621205,Self-Employed,629,680980,Car Purchase,73976,0
3953,Vivaan Bose,37,837994,Salaried,664,655629,Car Purchase,140237,1
3954,Aditya Bose,41,1029440,Contract,534,870713,Debt Consolidation,328388,0
3955,Vihaan Bose,49,546409,Salaried,650,514079,Education,22688,1
3956,Arjun Bose,28,641866,Salaried,685,345168,Business Expansion,228353,1
3957,Sai Bose,32,620432,Salaried,695,906229,Medical,34884,1
3958,Atharv Bose,21,150000,Unemployed,551,223432,Car Purchase,52171,0
3959,Ishaan Bose,42,665495,Salaried,696,100000,Business Expansion,271910,1
3960,Ananya Bose,36,439799,Salaried,611,100000,Home Renovation,110862,1
3961,Diya Bose,31,561238,Salaried,683,1171009,Education,222078,0
3962,Aadhya Bose,21,356015,Contract,608,293585,Education,42924,0
3963,Aarohi Bose,21,907809,Self-Employed,597,1384196,Debt Consolidation,229135,0
3964,Anika Bose,35,991619,Self-Employed,603,1374375,Medical,85226,0
3965,Myra Bose,27,634081,Salaried,650,138012,Business Expansion,265713,1
3966,Sara Bose,44,314720,Salaried,672,411682,Medical,84003,0
3967,Aisha Bose,41,1085746,Self-Employed,637,531834,Home Renovation,349542,1
3968,Aarav Nair,41,729789,Salaried,722,1365061,Medical,5776,0
3969,Vivaan Nair,29,874130,Self-Employed,616,880635,Car Purchase,295826,0
3970,Aditya Nair,33,336115,Salaried,731,226880,Business Expansion,119153,1
3971,Vihaan Nair,33,795132,Self-Employed,620,1043638,Home Renovation,317792,0
3972,Arjun Nair,32,402803,Salaried,700,100000,Debt Consolidation,104457,1
3973,Sai Nair,45,326138,Salaried,752,212688,Car Purchase,67219,1
3974,Atharv Nair,32,790367,Contract,603,906267,Car Purchase,57266,0
3975,Ishaan Nair,26,1381073,Self-Employed,688,1600773,Medical,81146,0
3976,Ananya Nair,38,390888,Salaried,721,710547,Education,97766,0
3977,Diya Nair,46,404487,Salaried,651,355289,Education,28816,1
3978,Aadhya Nair,43,459395,Contract,666,382195,Car Purchase,151356,0
3979,Aarohi Nair,35,1030845,Salaried,645,1555594,Medical,350710,0
3980,Anika Nair,37,304956,Self-Employed,649,241383,Car Purchase,71681,0
3981,Myra Nair,35,817839,Salaried,666,1033773,Car Purchase,91028,0
3982,Sara Nair,42,1026179,Self-Employed,706,767625,Car Purchase,260919,1
3983,Aisha Nair,35,1157929,Salaried,623,648337,Car Purchase,220205,1
3984,Aarav Rao,56,680864,Self-Employed,717,495414,Education,301445,0
3985,Vivaan Rao,39,679410,Salaried,703,383269,Education,294233,1
3986,Aditya Rao,37,971147,Salaried,660,567352,Car Purchase,232955,1
3987,Vihaan Rao,42,272635,Self-Employed,650,235193,Home Renovation,0,1
3988,Arjun Rao,41,551592,Salaried,609,720563,Education,274575,0
3989,Sai Rao,33,699968,Salaried,717,446976,Home Renovation,320456,1
3990,Atharv Rao,37,567181,Self-Employed,626,353901,Debt Consolidation,56048,1
3991,Ishaan Rao,43,434273,Self-Employed,739,311692,Medical,124223,1
3992,Ananya Rao,21,359408,Contract,514,117329,Home Renovation,86424,0
3993,Diya Rao,31,836968,Self-Employed,598,1808987,Education,279363,0
3994,Aadhya Rao,39,407317,Unemployed,643,433711,Debt Consolidation,0,0
3995,Aarohi Rao,34,226901,Unemployed,652,230997,Car Purchase,51716,0
3996,Anika Rao,32,797667,Contract,573,667312,Medical,366819,0
3997,Myra Rao,29,629205,Salaried,675,1005290,Car Purchase,0,0
3998,Sara Rao,38,656721,Salaried,695,1385442,Education,81496,0
3999,Aisha Rao,34,550882,Salaried,698,537241,Home Renovation,94521,1
